abode:SERVICE_SETTINGS,SERVICE_CAPTURE_IMAGE,SERVICE_TRIGGER_AUTOMATION,SERVICE_SETTINGS,SERVICE_CAPTURE_IMAGE,SERVICE_TRIGGER_AUTOMATION,SERVICE_SETTINGS,SERVICE_CAPTURE_IMAGE,SERVICE_TRIGGER_AUTOMATION
adguard:SERVICE_ADD_URL,SERVICE_DISABLE_URL,SERVICE_ENABLE_URL,SERVICE_REFRESH,SERVICE_REMOVE_URL,SERVICE_URL_SCHEMA,SERVICE_ADD_URL_SCHEMA,SERVICE_REFRESH_SCHEMA,SERVICE_ADD_URL,SERVICE_ADD_URL_SCHEMA,SERVICE_REMOVE_URL,SERVICE_URL_SCHEMA,SERVICE_ENABLE_URL,SERVICE_URL_SCHEMA,SERVICE_DISABLE_URL,SERVICE_URL_SCHEMA,SERVICE_REFRESH,SERVICE_REFRESH_SCHEMA,SERVICE_ADD_URL,SERVICE_REMOVE_URL,SERVICE_ENABLE_URL,SERVICE_DISABLE_URL,SERVICE_REFRESH
ads:SERVICE_WRITE_DATA_BY_NAME
alarm_control_panel:SERVICE_ALARM_ARM_AWAY,SERVICE_ALARM_ARM_CUSTOM_BYPASS,SERVICE_ALARM_ARM_HOME,SERVICE_ALARM_ARM_NIGHT,SERVICE_ALARM_ARM_VACATION,SERVICE_ALARM_DISARM,SERVICE_ALARM_TRIGGER,SERVICE_ALARM_DISARM,SERVICE_ALARM_ARM_HOME,SERVICE_ALARM_ARM_AWAY,SERVICE_ALARM_ARM_NIGHT,SERVICE_ALARM_ARM_VACATION,SERVICE_ALARM_ARM_CUSTOM_BYPASS,SERVICE_ALARM_TRIGGER
alert:SERVICE_TOGGLE,SERVICE_TURN_OFF,SERVICE_TURN_ON,SERVICE_TURN_OFF,SERVICE_TURN_ON,SERVICE_TOGGLE
amcrest:SERVICE_EVENT,SERVICE_UPDATE,SERVICE_EVENT
aussie_broadband:SERVICE_ID
automation:SERVICE_RELOAD,SERVICE_TOGGLE,SERVICE_TURN_OFF,SERVICE_TURN_ON,SERVICE_TRIGGER,SERVICE_TOGGLE,SERVICE_TURN_ON,SERVICE_TURN_OFF,SERVICE_RELOAD
blink:SERVICE_REFRESH,SERVICE_SAVE_VIDEO,SERVICE_SEND_PIN,SERVICE_SAVE_VIDEO_SCHEMA,SERVICE_SEND_PIN_SCHEMA,SERVICE_REFRESH,SERVICE_SAVE_VIDEO,SERVICE_SAVE_VIDEO_SCHEMA,SERVICE_SEND_PIN,SERVICE_SEND_PIN_SCHEMA,SERVICE_REFRESH,SERVICE_SAVE_VIDEO,SERVICE_SEND_PIN
bmw_connected_drive:SERVICE_SCHEMA,SERVICE_UPDATE_STATE
browser:SERVICE_BROWSE_URL,SERVICE_BROWSE_URL_SCHEMA,SERVICE_BROWSE_URL,SERVICE_BROWSE_URL_SCHEMA
button:SERVICE_PRESS
